13455888,6247.506024573392
1184351,2846.9239936690783
4695850,2734.330652975124
5051368,2456.8690847021862
1384888,1924.072620494774
2437837,1909.3118817484838
6113490,1900.6011792429658
7902219,1897.3801181944955
13425865,1851.4863730468433
6076759,1828.25671853491
4196067,1809.9147602543185
6172466,1700.5258943118106
14112583,1647.7788280747352
10390714,1550.2349427044678
15164193,1468.6805265780845
3191491,1445.0087716185078
6416278,1407.267578211767
6237129,1406.3033212656328
7835160,1394.3645478636693
1516699,1389.7014526616854
13725487,1336.5749171352736
9276255,1323.268240759558
7576704,1316.4775797047228
10469541,1295.702149575017
5154210,1271.8818370815968
12836211,1222.6810257948173
7990491,1212.3476235121093
4198751,1150.0819196767488
2797855,1128.540735417043
11253108,1115.5914090454469
9386580,1101.5403646744212
3603527,1089.8847955437072
12074312,1073.0055894537204
3069099,1062.9753781027139
14881689,1048.8204189368994
2155467,1046.0664468313728
1441065,1020.1131967433649
14503460,997.2689307926865
2396749,943.1027348398742
3191268,918.837100076678
10566120,917.0806808315045
2614581,902.7978793582932
11147327,902.729122566704
1637982,884.9663884185131
12430985,869.024440308671
11245362,865.723576161459
9355455,842.1463455847476
10527224,818.1082641195127
14112408,815.513302371431
9391762,804.3479295841383
2614578,803.7090739326829
8697871,799.5276839024389
6172167,798.1970460810702
981395,791.7693925382324
6171937,764.0717287008076
5490435,762.2068787106202
11582765,740.9870553474699
14725161,724.4658564333001
12067030,716.6366031078696
9562547,714.7674286314759
994890,707.0099095465812
9997298,686.9037939065736
9394907,686.1650637318508
13280859,679.6812425861698
10345830,673.7457036064279
4978429,663.716385871631
12447593,662.2563506255321
8019937,655.2460685311348
11148415,636.1993170308632
13432150,632.0215625675958
4344962,628.8319915091492
1175360,606.3190625885975
12038331,603.9904216300304
14565507,594.4471840688329
4624519,588.3768206317151
1523975,582.3913800258495
14981725,576.6186885870572
13328060,575.9648482593647
1332806,558.6544875127522
10399499,556.5728966543314
14963657,555.8525520585326
2578813,548.9039828609114
2826544,548.0166127661013
1575979,544.2502175208448
1813634,543.5238421616273
2778099,530.5083061607137
13853369,516.9478660416212
9924814,513.9816055259574
4568647,494.9036421973505
12785678,489.4683647682875
7467127,489.32208109082865
9742161,488.588372678095
3328327,485.5618862689593
10246542,484.1583260837738
3591832,484.0320134799048
5274313,483.8483237320706
14727077,482.6437575356402
14709489,480.5293792888549
5908108,479.5488618209376
3973000,479.2627118417771
